1 1|A a:41 b:0 c:82 d:-6 e:38 f:-2 g:41 h:43 i:2
4 4|A a:57 b:330 c:80 d:0 e:34 f:0 g:23 h:46 i:24
1 1|A a:44 b:1 c:86 d:0 e:42 f:-17 g:42 h:44 i:2
4 4|A a:55 b:0 c:78 d:0 e:26 f:7 g:23 h:52 i:30
5 5|A a:81 b:0 c:84 d:4 e:-14 f:-14 g:4 h:100 i:96
1 1|A a:37 b:0 c:106 d:4 e:30 f:0 g:69 h:75 i:6
4 4|A a:56 b:0 c:98 d:1 e:52 f:0 g:42 h:46 i:4
1 1|A a:42 b:-4 c:86 d:5 e:42 f:-1 g:44 h:44 i:0
1 1|A a:47 b:0 c:84 d:-3 e:46 f:0 g:37 h:38 i:0
1 1|A a:37 b:0 c:76 d:4 e:20 f:-1 g:40 h:55 i:16
1 1|A a:49 b:2 c:81 d:0 e:46 f:-12 g:33 h:35 i:2
1 1|A a:37 b:0 c:83 d:0 e:-4 f:-20 g:47 h:88 i:42
1 1|A a:48 b:4 c:88 d:0 e:46 f:0 g:39 h:41 i:2
1 1|A a:56 b:0 c:82 d:0 e:54 f:-9 g:26 h:28 i:2
1 1|A a:37 b:0 c:77 d:0 e:8 f:23 g:40 h:70 i:30
1 1|A a:56 b:0 c:86 d:0 e:54 f:-20 g:31 h:32 i:2
1 1|A a:39 b:0 c:106 d:4 e:38 f:0 g:68 h:67 i:0
1 1|A a:37 b:0 c:76 d:-1 e:26 f:-4 g:40 h:50 i:10
1 1|A a:46 b:0 c:84 d:0 e:46 f:1 g:39 h:38 i:0
5 5|A a:104 b:0 c:105 d:0 e:70 f:-11 g:1 h:35 i:34
1 1|A a:37 b:0 c:77 d:0 e:12 f:13 g:40 h:64 i:24
4 4|A a:55 b:0 c:96 d:0 e:46 f:-16 g:41 h:50 i:8
1 1|A a:44 b:0 c:86 d:0 e:44 f:4 g:42 h:42 i:0
1 1|A a:44 b:0 c:77 d:0 e:44 f:20 g:33 h:33 i:0
1 1|A a:49 b:0 c:85 d:0 e:46 f:-7 g:36 h:39 i:2
1 1|A a:37 b:0 c:103 d:-4 e:18 f:0 g:66 h:85 i:20
1 1|A a:44 b:-9 c:76 d:-3 e:44 f:-5 g:32 h:32 i:0
4 4|A a:55 b:0 c:79 d:0 e:16 f:1 g:23 h:63 i:40
1 1|A a:41 b:1 c:79 d:0 e:42 f:22 g:38 h:37 i:0
1 1|A a:56 b:0 c:79 d:0 e:54 f:-27 g:23 h:24 i:2
1 1|A a:37 b:-4 c:104 d:0 e:38 f:0 g:67 h:66 i:0
4 4|A a:55 b:0 c:78 d:0 e:10 f:-10 g:23 h:68 i:46
1 1|A a:66 b:0 c:109 d:0 e:64 f:0 g:44 h:45 i:0
1 1|A a:45 b:0 c:84 d:0 e:44 f:-1 g:39 h:41 i:2
5 5|A a:76 b:0 c:81 d:0 e:-42 f:-5 g:5 h:125 i:120
5 5|A a:78 b:0 c:82 d:-6 e:-40 f:1 g:4 h:123 i:120
4 4|A a:56 b:0 c:81 d:0 e:-6 f:-12 g:25 h:88 i:64
1 1|A a:64 b:0 c:110 d:0 e:62 f:-30 g:46 h:48 i:2
4 4|A a:55 b:0 c:98 d:-2 e:50 f:15 g:42 h:49 i:6
4 4|A a:55 b:0 c:77 d:0 e:16 f:-11 g:22 h:62 i:40
1 1|A a:37 b:0 c:77 d:2 e:34 f:-8 g:40 h:43 i:2
4 4|A a:55 b:-2 c:77 d:0 e:26 f:-20 g:22 h:52 i:30
1 1|A a:41 b:0 c:81 d:0 e:38 f:-16 g:40 h:43 i:2
1 1|A a:44 b:2 c:86 d:0 e:44 f:2 g:42 h:42 i:0
1 1|A a:37 b:0 c:94 d:-1 e:12 f:0 g:57 h:81 i:24
1 1|A a:45 b:-4 c:84 d:0 e:44 f:-17 g:38 h:40 i:2
1 1|A a:55 b:0 c:96 d:0 e:54 f:23 g:41 h:42 i:0
1 1|A a:37 b:0 c:79 d:0 e:18 f:-3 g:42 h:61 i:18
1 1|A a:46 b:0 c:88 d:0 e:46 f:2 g:43 h:42 i:0
1 1|A a:38 b:0 c:77 d:0 e:38 f:8 g:39 h:38 i:0
4 4|A a:56 b:0 c:81 d:0 e:-6 f:3 g:25 h:88 i:64
1 1|A a:37 b:0 c:80 d:0 e:16 f:-27 g:43 h:65 i:22
1 1|A a:51 b:0 c:83 d:0 e:52 f:12 g:31 h:31 i:0
1 1|A a:56 b:1 c:86 d:0 e:56 f:0 g:30 h:30 i:0
1 1|A a:37 b:0 c:95 d:3 e:8 f:-30 g:57 h:87 i:30
4 4|A a:55 b:0 c:77 d:0 e:6 f:-7 g:22 h:72 i:50
1 1|A a:45 b:0 c:83 d:0 e:44 f:9 g:38 h:39 i:0
1 1|A a:37 b:0 c:77 d:6 e:-12 f:17 g:41 h:90 i:50
1 1|A a:37 b:-1 c:77 d:-1 e:20 f:0 g:40 h:56 i:16
1 1|A a:41 b:0 c:78 d:0 e:42 f:0 g:37 h:37 i:0
4 4|A a:55 b:-1 c:98 d:0 e:46 f:16 g:42 h:51 i:8
5 5|A a:102 b:0 c:103 d:3 e:70 f:-5 g:1 h:33 i:32
5 5|A a:83 b:-4 c:86 d:0 e:-6 f:0 g:4 h:94 i:90
1 1|A a:47 b:0 c:88 d:-3 e:46 f:0 g:41 h:41 i:0
1 1|A a:52 b:1 c:84 d:0 e:52 f:-1 g:31 h:32 i:0
1 1|A a:41 b:0 c:97 d:0 e:38 f:-9 g:56 h:58 i:2
1 1|A a:37 b:0 c:104 d:0 e:30 f:-25 g:67 h:73 i:6
1 1|A a:48 b:0 c:88 d:4 e:46 f:0 g:39 h:41 i:2
3 3|A a:52 b:-25 c:79 d:0 e:0 f:0 g:26 h:79 i:52
4 4|A a:55 b:0 c:77 d:-1 e:28 f:-8 g:21 h:48 i:28
1 1|A a:37 b:0 c:77 d:0 e:12 f:17 g:40 h:64 i:24
1 1|A a:58 b:5 c:80 d:-2 e:56 f:0 g:22 h:23 i:0
5 5|A a:102 b:0 c:103 d:2 e:70 f:-11 g:1 h:33 i:32
1 1|A a:37 b:0 c:76 d:0 e:24 f:16 g:39 h:52 i:14
1 1|A a:46 b:0 c:86 d:0 e:44 f:-24 g:41 h:42 i:2
1 1|A a:41 b:0 c:89 d:0 e:38 f:-10 g:48 h:50 i:2
1 1|A a:50 b:-2 c:88 d:2 e:50 f:0 g:38 h:39 i:0
4 4|A a:56 b:0 c:80 d:-2 e:6 f:5 g:24 h:75 i:50
1 1|A a:42 b:0 c:76 d:0 e:42 f:-1 g:34 h:35 i:0
1 1|A a:52 b:2 c:80 d:5 e:52 f:0 g:28 h:28 i:0
1 1|A a:64 b:0 c:111 d:4 e:62 f:-12 g:46 h:49 i:2
1 1|A a:53 b:0 c:77 d:0 e:52 f:-5 g:25 h:26 i:2
1 1|A a:47 b:1 c:83 d:-4 e:46 f:0 g:36 h:36 i:0
1 1|A a:49 b:-3 c:87 d:0 e:50 f:2 g:38 h:38 i:0
1 1|A a:45 b:-1 c:80 d:0 e:44 f:0 g:35 h:36 i:0
1 1|A a:45 b:1 c:81 d:0 e:44 f:0 g:36 h:37 i:0
1 1|A a:38 b:0 c:79 d:7 e:38 f:0 g:42 h:41 i:0
1 1|A a:48 b:-2 c:81 d:0 e:50 f:22 g:33 h:32 i:0
4 4|A a:55 b:-4 c:95 d:0 e:46 f:0 g:40 h:49 i:8
4 4|A a:55 b:-1 c:93 d:0 e:52 f:0 g:38 h:42 i:4
1 1|A a:48 b:1 c:83 d:8 e:46 f:0 g:35 h:37 i:2
5 5|A a:82 b:0 c:86 d:0 e:-10 f:0 g:3 h:96 i:92
1 1|A a:56 b:-3 c:92 d:0 e:56 f:0 g:36 h:35 i:0
1 1|A a:37 b:0 c:77 d:0 e:34 f:-11 g:41 h:44 i:2
1 1|A a:48 b:-2 c:83 d:-1 e:46 f:-2 g:35 h:37 i:2
1 1|A a:46 b:0 c:90 d:6 e:46 f:0 g:43 h:43 i:0
5 5|A a:85 b:0 c:88 d:0 e:0 f:-6 g:3 h:88 i:86
1 1|A a:44 b:0 c:87 d:0 e:42 f:-24 g:43 h:46 i:2
1 1|A a:37 b:0 c:77 d:0 e:16 f:12 g:41 h:62 i:22
1 1|A a:41 b:0 c:82 d:0 e:38 f:-18 g:41 h:43 i:2
1 1|A a:37 b:0 c:106 d:84 e:34 f:-10 g:69 h:72 i:4
1 1|A a:37 b:0 c:79 d:0 e:0 f:2 g:42 h:79 i:36
1 1|A a:47 b:2 c:83 d:5 e:46 f:0 g:37 h:37 i:0
1 1|A a:37 b:0 c:95 d:-3 e:26 f:11 g:58 h:70 i:12
1 1|A a:45 b:0 c:76 d:0 e:44 f:-4 g:31 h:32 i:2
1 1|A a:53 b:5 c:86 d:7 e:52 f:-9 g:33 h:35 i:2
1 1|A a:50 b:0 c:83 d:0 e:50 f:0 g:33 h:34 i:2
4 4|A a:55 b:0 c:78 d:8 e:46 f:0 g:23 h:32 i:8
1 1|A a:37 b:2 c:80 d:0 e:34 f:0 g:43 h:46 i:4
1 1|A a:37 b:0 c:79 d:0 e:8 f:-17 g:42 h:71 i:28
1 1|A a:42 b:3 c:77 d:2 e:42 f:0 g:35 h:36 i:2
1 1|A a:37 b:0 c:95 d:0 e:28 f:7 g:58 h:67 i:8
4 4|A a:56 b:-1 c:97 d:0 e:50 f:31 g:41 h:48 i:6
4 4|A a:55 b:0 c:77 d:0 e:8 f:19 g:22 h:70 i:48
1 1|A a:37 b:0 c:76 d:0 e:28 f:13 g:39 h:48 i:8
1 1|A a:57 b:2 c:81 d:0 e:56 f:0 g:25 h:24 i:0
4 4|A a:56 b:0 c:76 d:0 e:-18 f:-8 g:20 h:94 i:74
1 1|A a:47 b:3 c:88 d:1 e:46 f:0 g:42 h:42 i:0
1 1|A a:52 b:2 c:88 d:0 e:52 f:0 g:36 h:37 i:0
5 5|A a:87 b:5 c:89 d:0 e:8 f:0 g:2 h:81 i:80
5 5|A a:81 b:0 c:84 d:0 e:-18 f:24 g:4 h:103 i:98
1 1|A a:37 b:0 c:82 d:0 e:36 f:16 g:45 h:46 i:2
1 1|A a:49 b:0 c:106 d:0 e:50 f:6 g:57 h:57 i:0
1 1|A a:54 b:5 c:85 d:0 e:54 f:0 g:31 h:31 i:0
1 1|A a:49 b:0 c:87 d:0 e:46 f:-9 g:38 h:41 i:2
5 5|A a:102 b:0 c:103 d:0 e:72 f:4 g:1 h:31 i:30
1 1|A a:37 b:0 c:77 d:3 e:36 f:0 g:41 h:41 i:0
1 1|A a:40 b:0 c:109 d:0 e:38 f:0 g:70 h:71 i:2
1 1|A a:51 b:0 c:83 d:0 e:50 f:-14 g:32 h:33 i:2
1 1|A a:37 b:0 c:75 d:0 e:38 f:22 g:37 h:36 i:0
1 1|A a:56 b:-5 c:92 d:0 e:54 f:0 g:36 h:38 i:2
1 1|A a:53 b:-1 c:81 d:0 e:52 f:-19 g:28 h:29 i:2
1 1|A a:51 b:4 c:78 d:0 e:50 f:-11 g:27 h:29 i:2
5 5|A a:102 b:6 c:103 d:3 e:70 f:-6 g:1 h:33 i:32
5 5|A a:80 b:-1 c:84 d:0 e:-24 f:0 g:4 h:110 i:106
4 4|A a:55 b:0 c:79 d:0 e:8 f:-28 g:23 h:71 i:48
1 1|A a:43 b:1 c:89 d:2 e:42 f:0 g:46 h:48 i:2
4 4|A a:55 b:0 c:78 d:0 e:2 f:-29 g:23 h:75 i:52
1 1|A a:58 b:0 c:90 d:-6 e:56 f:0 g:32 h:33 i:2
1 1|A a:37 b:0 c:80 d:0 e:20 f:4 g:43 h:59 i:16
1 1|A a:37 b:0 c:79 d:3 e:10 f:0 g:42 h:69 i:26
1 1|A a:44 b:1 c:76 d:0 e:44 f:15 g:32 h:32 i:0
1 1|A a:53 b:1 c:80 d:0 e:54 f:7 g:27 h:26 i:0
1 1|A a:53 b:-4 c:77 d:0 e:54 f:0 g:23 h:23 i:0
1 1|A a:37 b:0 c:95 d:0 e:16 f:-20 g:58 h:80 i:22
5 5|A a:79 b:0 c:83 d:0 e:-30 f:-14 g:4 h:114 i:110
1 1|A a:37 b:0 c:79 d:-4 e:36 f:-2 g:41 h:43 i:2
1 1|A a:41 b:0 c:78 d:0 e:42 f:16 g:37 h:37 i:0
1 1|A a:45 b:-3 c:83 d:0 e:44 f:0 g:38 h:39 i:2
1 1|A a:51 b:0 c:78 d:0 e:52 f:22 g:27 h:26 i:0
1 1|A a:37 b:-5 c:81 d:0 e:36 f:-30 g:43 h:44 i:2
1 1|A a:37 b:0 c:79 d:0 e:26 f:-3 g:42 h:53 i:12
5 5|A a:104 b:0 c:105 d:0 e:72 f:5 g:1 h:33 i:32
1 1|A a:45 b:-5 c:79 d:0 e:44 f:0 g:35 h:35 i:0
1 1|A a:41 b:-2 c:97 d:0 e:38 f:-8 g:57 h:59 i:2
4 4|A a:56 b:0 c:81 d:0 e:-6 f:18 g:25 h:88 i:64
4 4|A a:56 b:1 c:80 d:3 e:-4 f:0 g:24 h:85 i:62
4 4|A a:55 b:0 c:81 d:0 e:-6 f:-13 g:25 h:88 i:64
1 1|A a:51 b:0 c:81 d:0 e:50 f:-20 g:30 h:32 i:2
1 1|A a:37 b:0 c:77 d:0 e:36 f:0 g:39 h:41 i:2
4 4|A a:55 b:-2 c:97 d:0 e:52 f:0 g:41 h:45 i:4
1 1|A a:47 b:-2 c:84 d:-2 e:46 f:0 g:38 h:38 i:0
1 1|A a:50 b:3 c:107 d:1 e:50 f:0 g:57 h:58 i:0
1 1|A a:41 b:0 c:76 d:0 e:42 f:7 g:34 h:34 i:0
5 5|A a:85 b:0 c:88 d:0 e:0 f:-17 g:3 h:88 i:86
5 5|A a:102 b:0 c:103 d:5 e:70 f:-16 g:1 h:33 i:32
1 1|A a:49 b:0 c:95 d:5 e:46 f:-21 g:47 h:49 i:2
1 1|A a:37 b:0 c:100 d:0 e:30 f:16 g:64 h:69 i:6
1 1|A a:49 b:0 c:78 d:1 e:50 f:3 g:29 h:29 i:0
4 4|A a:55 b:0 c:77 d:0 e:12 f:25 g:21 h:64 i:42
1 1|A a:52 b:0 c:81 d:0 e:54 f:31 g:29 h:27 i:0
1 1|A a:37 b:0 c:93 d:0 e:10 f:6 g:55 h:82 i:28
1 1|A a:51 b:4 c:87 d:-1 e:52 f:16 g:36 h:35 i:0
1 1|A a:37 b:0 c:79 d:0 e:8 f:-10 g:42 h:71 i:30
1 1|A a:45 b:0 c:86 d:0 e:44 f:-26 g:40 h:42 i:2
1 1|A a:37 b:0 c:96 d:7 e:28 f:0 g:59 h:68 i:8
1 1|A a:53 b:-4 c:86 d:0 e:54 f:0 g:33 h:32 i:0
3 3|A a:37 b:-118 c:106 d:3 e:30 f:-16 g:69 h:75 i:6
1 1|A a:37 b:0 c:80 d:0 e:20 f:-2 g:43 h:59 i:16
4 4|A a:56 b:0 c:96 d:-4 e:46 f:0 g:40 h:50 i:10
4 4|A a:56 b:-1 c:97 d:0 e:52 f:3 g:41 h:45 i:4
1 1|A a:55 b:0 c:95 d:0 e:54 f:-3 g:40 h:41 i:2
1 1|A a:41 b:2 c:76 d:0 e:42 f:7 g:35 h:35 i:0
1 1|A a:37 b:2 c:76 d:0 e:36 f:18 g:39 h:40 i:2
4 4|A a:56 b:0 c:81 d:0 e:-10 f:5 g:25 h:92 i:66
1 1|A a:37 b:0 c:97 d:0 e:34 f:0 g:61 h:64 i:2
4 4|A a:55 b:0 c:77 d:7 e:28 f:-6 g:22 h:49 i:28
1 1|A a:37 b:0 c:77 d:2 e:28 f:0 g:41 h:49 i:8
1 1|A a:57 b:2 c:92 d:0 e:56 f:0 g:35 h:35 i:0
1 1|A a:42 b:0 c:76 d:6 e:42 f:0 g:34 h:35 i:2
4 4|A a:55 b:0 c:81 d:6 e:-10 f:0 g:25 h:91 i:66
4 4|A a:55 b:0 c:81 d:0 e:-20 f:9 g:26 h:102 i:76
5 5|A a:76 b:2 c:81 d:-4 e:-42 f:-1 g:5 h:125 i:120
4 4|A a:55 b:-2 c:98 d:-3 e:46 f:0 g:42 h:51 i:8
1 1|A a:45 b:0 c:84 d:0 e:44 f:-11 g:39 h:41 i:2
1 1|A a:43 b:0 c:82 d:-4 e:42 f:-1 g:39 h:41 i:2
1 1|A a:49 b:0 c:82 d:0 e:46 f:-18 g:33 h:35 i:2
1 1|A a:37 b:0 c:81 d:-5 e:-4 f:0 g:44 h:86 i:42
1 1|A a:46 b:1 c:76 d:-1 e:46 f:0 g:30 h:30 i:0
1 1|A a:37 b:0 c:77 d:0 e:0 f:0 g:40 h:77 i:36
1 1|A a:51 b:0 c:78 d:0 e:52 f:23 g:27 h:26 i:0
1 1|A a:37 b:0 c:77 d:0 e:-2 f:-4 g:41 h:80 i:40
1 1|A a:37 b:0 c:77 d:-2 e:34 f:-16 g:40 h:44 i:4
1 1|A a:37 b:0 c:76 d:0 e:34 f:15 g:39 h:42 i:4
1 1|A a:41 b:0 c:87 d:2 e:42 f:26 g:46 h:46 i:0
1 1|A a:41 b:0 c:87 d:2 e:42 f:23 g:46 h:46 i:0
1 1|A a:58 b:0 c:84 d:0 e:60 f:31 g:25 h:24 i:0
5 5|A a:82 b:0 c:86 d:3 e:-6 f:1 g:4 h:94 i:90
5 5|A a:80 b:0 c:84 d:0 e:-28 f:-16 g:4 h:112 i:108
1 1|A a:53 b:0 c:84 d:0 e:54 f:21 g:31 h:30 i:0
4 4|A a:55 b:0 c:96 d:1 e:52 f:-1 g:41 h:44 i:4
4 4|A a:55 b:0 c:80 d:-1 e:-2 f:6 g:25 h:83 i:58
1 1|A a:37 b:0 c:78 d:0 e:-2 f:-7 g:42 h:81 i:40
1 1|A a:46 b:3 c:76 d:6 e:46 f:11 g:30 h:30 i:0
1 1|A a:37 b:0 c:79 d:0 e:36 f:1 g:43 h:43 i:0
4 4|A a:55 b:0 c:77 d:-1 e:28 f:-3 g:21 h:48 i:28
1 1|A a:41 b:0 c:87 d:2 e:38 f:-17 g:46 h:48 i:2
1 1|A a:37 b:0 c:83 d:0 e:2 f:-2 g:46 h:80 i:34
4 4|A a:55 b:0 c:79 d:-4 e:20 f:-6 g:23 h:58 i:34
1 1|A a:44 b:-5 c:77 d:0 e:44 f:0 g:33 h:33 i:0
1 1|A a:56 b:1 c:95 d:0 e:56 f:6 g:39 h:39 i:0
4 4|A a:55 b:0 c:77 d:0 e:26 f:-19 g:22 h:52 i:30
1 1|A a:37 b:0 c:76 d:1 e:38 f:7 g:39 h:37 i:0
4 4|A a:56 b:-1 c:95 d:0 e:44 f:17 g:40 h:51 i:12
4 4|A a:56 b:0 c:76 d:0 e:-2 f:1 g:20 h:79 i:58
1 1|A a:55 b:1 c:82 d:5 e:54 f:0 g:27 h:28 i:0
1 1|A a:37 b:0 c:90 d:2 e:26 f:0 g:53 h:64 i:12
1 1|A a:38 b:1 c:77 d:1 e:38 f:11 g:39 h:38 i:0
1 1|A a:46 b:2 c:86 d:0 e:46 f:1 g:40 h:39 i:0
5 5|A a:82 b:0 c:86 d:0 e:-42 f:-25 g:4 h:130 i:126
1 1|A a:45 b:0 c:83 d:-4 e:44 f:0 g:38 h:39 i:2
1 1|A a:37 b:0 c:80 d:0 e:30 f:-9 g:43 h:49 i:6
5 5|A a:104 b:3 c:106 d:5 e:70 f:0 g:1 h:36 i:34
4 4|A a:56 b:0 c:77 d:0 e:0 f:9 g:21 h:77 i:56
1 1|A a:39 b:-10 c:76 d:-5 e:-2 f:0 g:37 h:79 i:42
1 1|A a:39 b:4 c:78 d:0 e:38 f:0 g:39 h:39 i:0
1 1|A a:46 b:0 c:87 d:5 e:46 f:0 g:41 h:41 i:0
1 1|A a:42 b:0 c:86 d:3 e:42 f:0 g:44 h:45 i:2
1 1|A a:47 b:-5 c:109 d:0 e:46 f:0 g:61 h:62 i:0
1 1|A a:38 b:0 c:92 d:0 e:16 f:2 g:54 h:77 i:22
1 1|A a:49 b:0 c:83 d:0 e:46 f:-25 g:34 h:36 i:2
4 4|A a:55 b:0 c:77 d:0 e:-20 f:-19 g:21 h:97 i:76
1 1|A a:43 b:0 c:77 d:0 e:42 f:-15 g:34 h:35 i:2
4 4|A a:56 b:0 c:95 d:0 e:52 f:1 g:40 h:44 i:4
1 1|A a:46 b:-3 c:84 d:0 e:46 f:0 g:38 h:37 i:0
5 5|A a:79 b:2 c:83 d:0 e:-40 f:14 g:4 h:124 i:120
1 1|A a:44 b:0 c:76 d:0 e:44 f:6 g:31 h:32 i:0
1 1|A a:41 b:0 c:78 d:0 e:42 f:21 g:37 h:37 i:0
5 5|A a:80 b:1 c:84 d:1 e:-28 f:0 g:4 h:112 i:108
1 1|A a:37 b:0 c:105 d:0 e:36 f:9 g:68 h:69 i:2
1 1|A a:39 b:-3 c:77 d:-1 e:38 f:-2 g:37 h:38 i:0
1 1|A a:45 b:-1 c:80 d:0 e:46 f:7 g:35 h:34 i:0
1 1|A a:37 b:0 c:78 d:0 e:34 f:31 g:41 h:45 i:4
5 5|A a:75 b:-5 c:79 d:-6 e:-40 f:0 g:4 h:121 i:116
1 1|A a:41 b:0 c:81 d:0 e:38 f:-29 g:40 h:43 i:2
1 1|A a:53 b:0 c:87 d:0 e:54 f:11 g:34 h:33 i:0
1 1|A a:48 b:0 c:82 d:0 e:50 f:28 g:34 h:33 i:0
4 4|A a:55 b:0 c:96 d:0 e:38 f:-27 g:41 h:57 i:16
1 1|A a:56 b:0 c:95 d:0 e:54 f:-26 g:40 h:41 i:2
1 1|A a:37 b:0 c:76 d:1 e:26 f:7 g:39 h:50 i:12
1 1|A a:44 b:0 c:77 d:0 e:44 f:12 g:34 h:34 i:0
1 1|A a:49 b:0 c:84 d:0 e:46 f:-22 g:36 h:38 i:2
4 4|A a:56 b:0 c:96 d:0 e:36 f:2 g:40 h:60 i:20
1 1|A a:41 b:0 c:76 d:0 e:38 f:-19 g:34 h:37 i:2
4 4|A a:56 b:1 c:98 d:0 e:42 f:4 g:42 h:57 i:14
5 5|A a:105 b:0 c:106 d:0 e:72 f:0 g:1 h:33 i:32
1 1|A a:43 b:-1 c:83 d:-4 e:42 f:-6 g:40 h:42 i:2
4 4|A a:55 b:0 c:98 d:0 e:46 f:-6 g:42 h:51 i:8
4 4|A a:56 b:0 c:92 d:0 e:52 f:-10 g:36 h:40 i:4
1 1|A a:45 b:0 c:84 d:0 e:44 f:-15 g:39 h:41 i:2
1 1|A a:37 b:0 c:77 d:0 e:-24 f:-9 g:41 h:103 i:62
4 4|A a:53 b:9 c:77 d:0 e:28 f:0 g:24 h:48 i:24
1 1|A a:51 b:0 c:79 d:2 e:50 f:0 g:28 h:30 i:2
1 1|A a:37 b:0 c:76 d:0 e:28 f:27 g:39 h:47 i:8
1 1|A a:45 b:-1 c:78 d:0 e:46 f:11 g:33 h:32 i:0
1 1|A a:37 b:0 c:77 d:0 e:34 f:-13 g:41 h:44 i:2
1 1|A a:45 b:0 c:86 d:0 e:46 f:27 g:41 h:40 i:0
1 1|A a:51 b:0 c:79 d:2 e:52 f:0 g:27 h:27 i:0
4 4|A a:55 b:0 c:97 d:0 e:44 f:-3 g:41 h:53 i:12
1 1|A a:47 b:-1 c:77 d:-1 e:46 f:-2 g:31 h:31 i:0
3 3|A a:37 b:-31 c:80 d:0 e:34 f:0 g:43 h:46 i:2
4 4|A a:56 b:0 c:81 d:7 e:-2 f:0 g:25 h:84 i:58
1 1|A a:37 b:0 c:80 d:3 e:30 f:0 g:43 h:49 i:6
1 1|A a:37 b:0 c:77 d:-2 e:0 f:0 g:41 h:77 i:36
4 4|A a:56 b:0 c:78 d:1 e:8 f:-18 g:22 h:70 i:48
1 1|A a:37 b:0 c:76 d:0 e:18 f:-11 g:40 h:58 i:18
1 1|A a:49 b:0 c:80 d:0 e:46 f:-10 g:31 h:34 i:2
1 1|A a:56 b:-4 c:97 d:5 e:56 f:0 g:40 h:40 i:0
1 1|A a:49 b:3 c:86 d:0 e:50 f:6 g:37 h:37 i:0
1 1|A a:41 b:2 c:93 d:0 e:42 f:31 g:53 h:52 i:0
1 1|A a:40 b:0 c:77 d:1 e:38 f:0 g:36 h:38 i:2
1 1|A a:55 b:0 c:86 d:0 e:56 f:21 g:30 h:29 i:0
1 1|A a:44 b:0 c:81 d:0 e:42 f:-24 g:38 h:40 i:2
1 1|A a:49 b:0 c:83 d:0 e:46 f:-18 g:34 h:36 i:2
4 4|A a:56 b:2 c:77 d:0 e:-24 f:0 g:21 h:103 i:82
1 1|A a:49 b:0 c:78 d:0 e:50 f:15 g:29 h:29 i:0
1 1|A a:44 b:-1 c:79 d:0 e:42 f:-30 g:35 h:37 i:2
1 1|A a:37 b:-1 c:79 d:0 e:24 f:-4 g:42 h:55 i:14
1 1|A a:46 b:0 c:81 d:0 e:44 f:-22 g:35 h:37 i:2
5 5|A a:77 b:5 c:81 d:0 e:-42 f:0 g:4 h:125 i:122
5 5|A a:102 b:0 c:102 d:-2 e:70 f:-16 g:1 h:33 i:32
5 5|A a:79 b:0 c:84 d:0 e:-36 f:-118 g:4 h:120 i:116
1 1|A a:41 b:0 c:86 d:0 e:42 f:3 g:45 h:45 i:0
1 1|A a:55 b:0 c:88 d:5 e:54 f:0 g:32 h:33 i:2
1 1|A a:45 b:0 c:88 d:-23 e:44 f:-224 g:42 h:44 i:2
1 1|A a:45 b:0 c:88 d:0 e:46 f:24 g:43 h:42 i:0
1 1|A a:41 b:0 c:77 d:0 e:42 f:0 g:36 h:35 i:0
1 1|A a:37 b:0 c:77 d:0 e:10 f:7 g:40 h:66 i:26
1 1|A a:49 b:0 c:77 d:0 e:46 f:-18 g:28 h:30 i:2
1 1|A a:53 b:0 c:88 d:0 e:54 f:2 g:35 h:34 i:0
1 1|A a:46 b:0 c:83 d:-1 e:46 f:0 g:36 h:36 i:0
1 1|A a:44 b:0 c:77 d:-6 e:44 f:0 g:33 h:33 i:0
1 1|A a:43 b:0 c:81 d:0 e:42 f:-17 g:37 h:39 i:2
1 1|A a:45 b:0 c:77 d:0 e:44 f:-23 g:31 h:33 i:2
1 1|A a:37 b:0 c:79 d:0 e:24 f:-6 g:43 h:56 i:14
1 1|A a:44 b:5 c:83 d:0 e:44 f:0 g:39 h:39 i:0
1 1|A a:49 b:0 c:95 d:2 e:46 f:-18 g:47 h:49 i:2
5 5|A a:82 b:0 c:87 d:2 e:-40 f:7 g:5 h:128 i:124
1 1|A a:37 b:0 c:92 d:-4 e:12 f:0 g:54 h:79 i:24
1 1|A a:37 b:0 c:76 d:-6 e:34 f:0 g:39 h:42 i:2
4 4|A a:55 b:0 c:78 d:0 e:6 f:-3 g:23 h:73 i:50
1 1|A a:37 b:-1 c:78 d:-5 e:34 f:-9 g:41 h:45 i:4
1 1|A a:44 b:-2 c:92 d:-5 e:44 f:0 g:47 h:48 i:0
1 1|A a:43 b:0 c:86 d:4 e:42 f:0 g:43 h:45 i:2
1 1|A a:41 b:0 c:87 d:2 e:38 f:-11 g:46 h:48 i:2
1 1|A a:37 b:0 c:78 d:0 e:-4 f:-16 g:42 h:83 i:42
1 1|A a:43 b:6 c:107 d:0 e:42 f:0 g:64 h:66 i:2
1 1|A a:37 b:2 c:80 d:0 e:18 f:-4 g:43 h:62 i:20
1 1|A a:47 b:0 c:76 d:3 e:46 f:0 g:28 h:29 i:0
1 1|A a:57 b:-3 c:80 d:-1 e:56 f:0 g:23 h:23 i:0
1 1|A a:50 b:0 c:107 d:8 e:50 f:0 g:57 h:58 i:0
1 1|A a:44 b:1 c:79 d:0 e:44 f:19 g:35 h:35 i:0
1 1|A a:49 b:3 c:77 d:0 e:46 f:-17 g:29 h:31 i:2
1 1|A a:37 b:0 c:80 d:3 e:8 f:9 g:43 h:72 i:28
